Anon_GS,GSE_A,GSE_B,GSE_C,GSE_D,GSE_E,GSE_F,GSE_G,GSE_H,,,,,,
2233a,0,0,0,0,0,1,0,0,,,,,,
2234a,0,0,0,0,0,0,1,0,,,,,,
2235a,1,0,0,0,0,0,0,0,,,,,,
2236a,0,1,0,0,0,0,1,0,,,,,,
2237a,0,0,1,0,0,0,1,0,,,,,,
2238a,0,0,0,0,1,0,0,0,,,,,,
2239a,0,0,0,0,0,1,0,0,,,,,,
2240a,1,0,0,0,0,0,0,0,,,,,,
2241a,0,1,1,0,0,0,0,0,,,,,,
2242a,0,0,0,0,1,0,1,0,,,,,,
2243a,0,0,0,0,0,1,1,0,,,,,,
2244a,1,0,0,0,0,0,0,0,,,,,,
2245a,0,1,0,0,1,0,0,0,,,,,,
2246a,0,0,1,0,0,0,1,0,,,,,,
2247a,0,0,0,0,1,0,0,0,,,,,,
2248a,0,0,0,0,0,1,1,0,,,,,,
2249a,0,0,0,0,1,0,1,0,,,,,,
2250a,1,0,0,0,0,0,0,0,,,,,,
2251a,0,0,1,0,0,0,1,0,,,,,,
2252a,0,0,0,0,1,0,1,0,,,,,,
2253a,0,0,0,0,0,1,1,0,,,,,,
2254a,0,0,0,0,0,0,1,0,,,,,,
2255a,0,0,1,0,1,0,1,0,,,,,,
2256a,0,0,0,0,1,0,1,0,,,,,,
2257a,1,0,0,0,0,0,0,0,,,,,,
2258a,0,1,1,0,0,0,0,0,,,,,,
2259a,0,0,0,0,1,0,0,0,,,,,,
2260a,0,0,0,0,1,1,1,0,,,,,,
2261a,1,0,0,0,0,0,0,0,,,,,,
2262a,0,1,1,0,0,0,1,0,,,,,,
2263a,0,0,0,0,1,0,0,0,,,,,,
2264a,0,1,0,0,0,1,1,0,,,,,,
2265a,1,0,0,0,0,0,1,0,,,,,,
2266a,0,0,0,0,1,0,0,0,,,,,,
2267a,0,0,0,0,0,1,1,0,,,,,,
2268a,1,1,0,0,1,0,0,0,,,,,,
2269a,0,0,1,0,0,0,0,0,,,,,,
2270a,0,0,0,0,1,0,0,0,,,,,,
2271a,0,0,0,0,0,1,0,0,,,,,,
2272a,0,0,0,0,0,0,1,0,,,,,,
2273a,1,1,0,0,0,1,0,0,,,,,,
2274a,0,1,0,0,0,0,1,0,,,,,,
2275a,0,0,1,0,1,0,0,0,,,,,,
2276a,0,0,0,0,1,0,0,0,,,,,,
2277a,1,0,0,0,0,0,0,0,,,,,,
2278a,0,1,1,0,1,0,1,0,,,,,,
2279a,1,1,0,0,0,0,1,0,,,,,,
2280a,1,0,0,0,0,0,0,0,,,,,,
2281a,0,1,0,0,1,0,0,0,,,,,,
2282a,0,1,0,0,1,0,1,0,,,,,,
2283a,0,0,0,0,1,1,0,0,,,,,,
2284a,1,0,0,0,1,0,0,0,,,,,,
2285a,0,1,0,0,1,0,1,0,,,,,,
2286a,0,0,1,0,1,1,1,0,,,,,,
2287a,0,0,0,0,1,0,0,0,,,,,,
2288a,0,0,0,0,1,1,1,0,,,,,,
2289a,1,0,0,0,0,0,0,0,,,,,,
2290a,0,1,0,0,0,0,0,0,,,,,,
2291a,0,1,1,0,1,0,0,0,,,,,,
2292a,0,0,0,0,1,0,1,0,,,,,,
2293a,1,0,0,0,1,1,1,0,,,,,,
2294a,0,1,1,0,0,0,1,0,,,,,,
2295a,0,0,0,0,1,0,0,0,,,,,,
2296a,0,0,0,0,0,1,0,0,,,,,,
2297a,0,0,0,0,0,0,1,0,,,,,,
2298a,1,0,0,0,1,1,1,0,,,,,,
2299a,0,1,0,0,0,0,1,0,,,,,,
2300a,0,0,0,0,1,1,1,0,,,,,,
2301a,1,0,0,0,1,0,0,0,,,,,,
2302a,0,1,0,0,1,0,1,0,,,,,,
2303a,0,0,1,0,0,0,1,0,,,,,,
2304a,0,0,0,0,0,0,1,0,,,,,,
2305a,1,0,0,0,0,0,0,0,,,,,,
2306a,0,0,1,0,0,0,0,0,,,,,,
2307a,0,0,0,0,0,0,1,0,,,,,,
2308a,1,0,0,0,0,0,1,0,,,,,,
2309a,0,0,1,0,0,0,0,0,,,,,,
2310a,0,0,0,0,1,0,0,0,,,,,,
2311a,0,0,0,0,0,1,1,0,,,,,,
2312a,1,0,0,0,0,0,0,0,,,,,,
2313a,0,1,0,0,1,0,1,0,,,,,,
2314a,0,0,0,0,1,0,1,0,,,,,,
2315a,0,1,0,0,1,1,1,0,,,,,,
2316a,1,0,0,0,0,0,0,0,,,,,,
2317a,0,0,1,0,0,0,0,0,,,,,,
2318a,0,0,0,0,1,1,1,0,,,,,,
2319a,1,0,0,0,0,0,0,0,,,,,,
2320a,0,1,1,0,0,0,0,0,,,,,,
2321a,0,0,0,0,1,1,0,0,,,,,,
2322a,0,1,0,0,1,0,1,0,,,,,,
2323a,0,0,0,0,0,1,1,0,,,,,,
2324a,0,0,0,0,0,0,1,0,,,,,,
2325a,1,0,0,0,0,0,0,0,,,,,,
2326a,0,0,0,0,1,0,1,0,,,,,,
2327a,0,0,0,0,0,1,1,0,,,,,,
2328a,1,0,0,0,0,0,0,0,,,,,,
2329a,0,0,0,0,1,0,0,0,,,,,,
2330a,1,0,0,0,0,0,1,0,,,,,,
2331a,0,1,1,0,0,0,0,0,,,,,,
2332a,0,1,0,0,1,0,0,0,,,,,,
2333a,1,0,0,0,1,0,0,0,,,,,,
2334a,0,0,1,0,0,0,1,0,,,,,,
2335a,0,0,0,0,1,1,0,0,,,,,,
2336a,0,0,0,0,1,0,1,0,,,,,,
2337a,1,1,0,0,0,0,1,0,,,,,,
2338a,0,1,0,0,1,0,0,0,,,,,,
2339a,0,0,1,0,0,0,1,0,,,,,,
2340a,0,0,0,0,1,0,1,0,,,,,,
2341a,0,0,0,0,1,0,1,0,,,,,,
2342a,1,1,1,0,0,0,1,0,,,,,,
2343a,0,1,0,0,0,0,1,0,,,,,,
2344a,0,1,1,0,0,0,0,0,,,,,,
2345a,0,0,0,0,0,1,0,0,,,,,,
2346a,0,0,0,0,1,0,1,0,,,,,,
2347a,1,1,0,0,0,0,0,0,,,,,,
2348a,0,0,0,0,0,1,0,0,,,,,,
2349a,0,0,0,0,0,0,1,0,,,,,,
2350a,1,1,0,0,1,0,0,0,,,,,,
2351a,0,0,0,0,1,0,1,0,,,,,,
2352a,0,0,0,0,1,0,1,0,,,,,,
2353a,1,0,0,0,0,0,0,0,,,,,,
2354a,0,1,1,0,0,0,1,0,,,,,,
2355a,0,0,0,0,1,0,0,0,,,,,,
2356a,0,0,0,0,0,1,0,0,,,,,,
2357a,0,0,0,0,1,0,1,0,,,,,,
2358a,1,1,0,0,0,0,1,0,,,,,,
2359a,0,1,1,0,0,0,0,0,,,,,,
2360a,0,0,0,0,0,0,1,0,,,,,,
2361a,1,0,0,0,0,0,0,0,,,,,,
2362a,0,0,0,0,1,1,1,0,,,,,,
2363a,0,0,0,0,1,0,1,0,,,,,,
2364a,1,0,0,0,0,0,0,0,,,,,,
2365a,0,0,1,0,1,1,0,0,,,,,,
2366a,0,0,0,0,1,0,0,0,,,,,,
2367a,0,0,0,0,1,1,1,0,,,,,,
2368a,0,0,0,0,1,0,1,0,,,,,,
2369a,1,0,0,0,1,0,0,0,,,,,,
2370a,0,0,0,0,1,0,1,0,,,,,,
2371a,0,0,0,0,1,1,1,0,,,,,,
2372a,1,0,0,0,0,0,0,0,,,,,,
2373a,0,0,1,0,0,0,0,0,,,,,,
2374a,0,0,0,0,1,0,0,0,,,,,,
2375a,0,0,0,0,0,1,1,0,,,,,,
2376a,0,0,0,0,0,0,1,0,,,,,,
2377a,1,0,0,0,0,0,0,0,,,,,,
2378a,0,1,0,0,0,0,0,0,,,,,,
2379a,0,0,1,0,0,0,0,0,,,,,,
2380a,0,0,0,0,1,0,1,0,,,,,,
2381a,1,0,0,0,0,0,0,0,,,,,,
2382a,0,1,0,0,1,0,1,0,,,,,,
2383a,0,0,1,0,0,0,1,0,,,,,,
2384a,0,0,0,0,1,0,1,0,,,,,,
2385a,1,0,0,0,0,0,0,0,,,,,,
2386a,0,1,1,0,0,0,0,0,,,,,,
2387a,0,0,0,0,1,0,1,0,,,,,,
2388a,0,0,0,0,1,1,1,0,,,,,,
2389a,1,1,0,0,1,0,1,0,,,,,,
2390a,0,0,0,0,1,0,0,0,,,,,,
2391a,0,0,0,0,0,1,0,0,,,,,,
2392a,0,0,0,0,1,0,1,0,,,,,,
2393a,1,0,0,0,0,1,1,0,,,,,,
2394a,0,1,0,0,1,0,0,0,,,,,,
2395a,0,0,1,0,0,1,1,0,,,,,,
2396a,0,0,0,0,1,0,1,0,,,,,,
2397a,0,0,0,0,0,0,1,0,,,,,,
2398a,0,0,0,0,1,0,1,0,,,,,,
2399a,1,0,0,0,0,0,0,0,,,,,,
2400a,0,0,0,0,1,0,1,0,,,,,,
2401a,0,0,0,0,0,0,1,0,,,,,,
2402a,1,0,0,0,0,0,0,0,,,,,,
2403a,0,0,1,0,0,0,0,0,,,,,,
2404a,0,0,0,0,1,1,1,0,,,,,,
2405a,1,0,0,0,0,0,0,0,,,,,,
2406a,0,0,0,0,1,0,0,0,,,,,,
2407a,0,0,0,0,0,0,1,0,,,,,,
2408a,1,0,0,0,1,0,1,0,,,,,,
2409a,0,1,0,0,0,0,1,0,,,,,,
2410a,0,1,1,0,0,0,0,0,,,,,,
2411a,0,0,0,0,1,0,1,0,,,,,,
2412a,1,0,0,0,0,0,1,0,,,,,,
2413a,0,1,0,0,0,0,0,0,,,,,,
2414a,0,0,0,0,1,0,0,0,,,,,,
2415a,0,0,0,0,0,0,1,0,,,,,,
2416a,0,1,0,0,0,0,0,0,,,,,,
2417a,0,0,1,0,0,0,1,0,,,,,,
2418a,0,0,0,0,1,0,0,0,,,,,,
2419a,1,0,0,0,0,0,0,0,,,,,,
2420a,0,1,0,0,0,0,0,0,,,,,,
2421a,0,0,1,0,0,0,0,0,,,,,,
2422a,0,1,0,0,1,0,0,0,,,,,,
2423a,1,1,0,0,0,0,1,0,,,,,,
2424a,0,1,0,0,0,0,0,0,,,,,,
2425a,0,0,1,0,1,0,1,0,,,,,,
2426a,0,0,0,0,1,0,0,0,,,,,,
2427a,0,0,0,0,0,1,0,0,,,,,,
2428a,0,0,0,0,0,0,1,0,,,,,,
2429a,1,0,0,0,0,0,0,0,,,,,,
2430a,0,0,0,0,1,0,0,0,,,,,,
2431a,0,0,0,0,0,1,0,0,,,,,,
2432a,0,0,0,0,1,0,1,0,,,,,,
2433a,1,0,0,0,0,0,0,0,,,,,,
2434a,0,0,1,0,0,0,0,0,,,,,,
2435a,0,0,0,0,0,1,1,0,,,,,,
2436a,1,0,0,0,0,0,0,0,,,,,,
2437a,0,1,0,0,1,0,0,0,,,,,,
2438a,0,0,0,0,1,0,1,0,,,,,,
2439a,0,0,0,0,0,1,0,0,,,,,,
2440a,0,0,0,0,0,0,1,0,,,,,,
2441a,1,0,0,0,0,0,0,0,,,,,,
2442a,0,1,0,0,1,0,1,0,,,,,,
2443a,0,1,1,0,0,0,0,0,,,,,,
2444a,0,0,0,0,1,1,1,0,,,,,,
2445a,1,0,0,0,0,0,0,0,,,,,,
2446a,0,0,0,0,1,0,0,0,,,,,,
2447a,0,0,0,0,1,1,0,0,,,,,,
2448a,1,0,0,0,0,0,0,0,,,,,,
2449a,0,0,1,0,0,0,1,0,,,,,,
2450a,0,0,0,0,1,0,1,0,,,,,,
2451a,0,0,0,0,0,1,1,0,,,,,,
2452a,1,0,0,0,0,0,0,0,,,,,,
2453a,0,1,0,0,0,0,1,0,,,,,,
2454a,0,0,1,0,0,0,0,0,,,,,,
2455a,0,0,0,0,1,0,1,0,,,,,,
2456a,0,0,0,0,0,0,1,0,,,,,,
2457a,1,0,0,0,0,0,0,0,,,,,,
2458a,0,0,1,0,0,0,0,0,,,,,,
2459a,0,0,0,0,1,0,0,0,,,,,,
2460a,0,0,0,0,0,1,1,0,,,,,,
2461a,1,0,0,0,0,0,1,0,,,,,,
2462a,0,0,0,0,1,0,0,0,,,,,,
2463a,1,0,0,0,0,0,0,0,,,,,,
2464a,0,1,1,0,1,0,1,0,,,,,,
2465a,1,0,0,0,0,0,0,0,,,,,,
2466a,0,0,1,0,0,0,1,0,,,,,,
2467a,0,0,0,0,1,0,0,0,,,,,,
2468a,0,0,0,0,0,1,0,0,,,,,,
2469a,0,0,0,0,0,0,1,0,,,,,,
2470a,1,0,0,0,0,0,0,0,,,,,,
2471a,0,0,1,0,0,0,0,0,,,,,,
2472a,0,0,0,0,1,0,0,0,,,,,,
2473a,0,0,0,0,1,1,0,0,,,,,,
2474a,0,0,0,0,0,0,1,0,,,,,,
2475a,1,0,0,0,0,0,0,0,,,,,,
2476a,0,1,0,0,0,0,0,0,,,,,,
2477a,0,0,1,0,1,0,1,0,,,,,,
2478a,0,0,0,0,1,0,0,0,,,,,,
2479a,0,0,0,0,0,1,0,0,,,,,,
2480a,1,0,0,0,1,0,1,0,,,,,,
2481a,0,1,0,0,0,0,1,0,,,,,,
2482a,0,0,0,0,1,1,1,0,,,,,,
2483a,0,0,0,0,0,0,1,0,,,,,,
2484a,1,0,0,0,1,0,0,0,,,,,,
2485a,0,1,1,0,0,0,1,0,,,,,,
2486a,0,0,0,0,1,1,1,0,,,,,,
2487a,1,1,0,0,0,0,0,0,,,,,,
2488a,0,1,0,0,1,0,0,0,,,,,,
2489a,0,0,1,0,0,0,0,0,,,,,,
2490a,0,1,0,0,1,0,1,0,,,,,,
2491a,0,0,1,0,0,0,1,0,,,,,,
2492a,0,0,0,0,1,1,0,0,,,,,,
2493a,0,0,0,0,1,0,1,0,,,,,,
2494a,0,0,1,0,1,0,1,0,,,,,,
2495a,0,0,0,0,1,0,1,0,,,,,,
2496a,0,0,0,0,1,1,1,0,,,,,,
2497a,0,0,1,0,1,0,1,0,,,,,,
2498a,0,0,0,0,0,0,1,0,,,,,,
2499a,1,1,0,0,0,0,0,0,,,,,,
2500a,0,1,0,0,0,0,0,0,,,,,,
2501a,0,0,1,0,1,0,1,0,,,,,,
2502a,0,0,0,0,1,1,0,0,,,,,,
2503a,0,0,0,0,0,1,1,0,,,,,,
2504a,0,0,0,0,1,0,1,0,,,,,,
2505a,1,0,0,0,0,0,0,0,,,,,,
2506a,0,0,1,0,0,0,0,0,,,,,,
2507a,0,0,0,0,0,0,1,0,,,,,,
2508a,0,0,1,0,1,0,0,0,,,,,,
2509a,0,0,0,0,1,0,1,0,,,,,,
2510a,0,0,0,0,0,1,0,0,,,,,,
2511a,0,1,0,0,0,0,1,0,,,,,,
2512a,0,0,1,0,1,0,1,0,,,,,,
2513a,0,0,0,0,1,0,0,0,,,,,,
2514a,0,0,0,0,1,0,1,0,,,,,,
2515a,1,0,0,0,0,0,1,0,,,,,,
2516a,0,0,0,0,1,1,1,0,,,,,,
2517a,0,0,0,0,1,0,1,0,,,,,,
2518a,0,1,0,0,1,1,1,0,,,,,,
2519a,0,0,0,0,1,0,1,0,,,,,,
2520a,1,0,0,0,1,0,1,0,,,,,,
2521a,0,0,0,0,1,0,0,0,,,,,,
2522a,0,0,0,0,0,1,1,0,,,,,,
2523a,1,0,0,0,1,0,1,0,,,,,,
2524a,0,1,0,0,1,1,1,0,,,,,,
2525a,0,0,0,0,0,1,1,0,,,,,,
2526a,1,1,0,0,0,1,0,0,,,,,,
2527a,0,0,0,0,1,0,1,0,,,,,,
2528a,0,0,0,0,0,1,0,0,,,,,,
2529a,0,0,0,0,1,0,1,0,,,,,,
2530a,1,0,0,0,0,1,1,0,,,,,,
2531a,0,0,0,0,1,0,1,0,,,,,,
2532a,0,0,0,0,0,1,1,0,,,,,,
2533a,0,0,0,0,0,0,1,0,,,,,,
2534a,1,0,0,0,1,1,1,0,,,,,,
2535a,0,0,0,0,1,0,1,0,,,,,,
2536a,0,0,0,0,0,0,1,0,,,,,,
2537a,1,0,0,0,0,0,0,0,,,,,,
2538a,0,0,0,0,1,0,0,0,,,,,,
2539a,0,0,0,0,0,1,0,0,,,,,,
2540a,0,0,0,0,1,0,1,0,,,,,,
2541a,1,1,0,0,0,0,0,0,,,,,,
2542a,0,1,0,0,1,1,1,0,,,,,,
2543a,0,0,0,0,1,0,0,0,,,,,,
2544a,0,0,0,0,0,1,0,0,,,,,,
2545a,1,0,0,0,0,0,0,0,,,,,,
2546a,0,0,0,0,1,0,0,0,,,,,,
2547a,1,0,0,0,0,0,0,0,,,,,,
2548a,0,0,0,0,1,0,0,0,,,,,,
2549a,0,0,0,0,0,1,0,0,,,,,,
2550a,0,0,0,0,0,0,1,0,,,,,,
2551a,1,0,0,0,0,0,0,0,,,,,,
2552a,0,0,0,0,0,1,0,0,,,,,,
2553a,1,0,0,0,0,0,0,0,,,,,,
2554a,0,0,0,0,1,0,0,0,,,,,,
2555a,0,0,0,0,1,0,1,0,,,,,,
2556a,0,0,0,0,1,0,0,0,,,,,,
2557a,1,1,0,0,1,0,1,0,,,,,,
2558a,0,0,0,0,0,0,1,0,,,,,,
2559a,1,1,0,0,0,0,0,0,,,,,,
2560a,0,0,0,0,1,0,0,0,,,,,,
2561a,0,0,0,0,0,0,1,0,,,,,,
2562a,1,1,0,0,0,0,1,0,,,,,,
2563a,0,0,0,0,1,0,0,0,,,,,,
2564a,0,0,0,0,0,1,0,0,,,,,,
2565a,1,0,0,0,0,0,0,0,,,,,,
2566a,0,1,0,0,1,0,1,0,,,,,,
2567a,0,0,0,0,1,1,0,0,,,,,,
2568a,0,0,0,0,0,0,1,0,,,,,,
2569a,1,0,0,0,0,0,0,0,,,,,,
2570a,0,0,0,0,1,0,1,0,,,,,,
2571a,0,0,0,0,0,1,0,0,,,,,,
2572a,1,0,0,0,0,0,0,0,,,,,,
2573a,0,0,0,0,1,0,0,0,,,,,,
2574a,0,0,0,0,1,0,1,0,,,,,,
2575a,1,0,0,0,0,0,0,0,,,,,,
2576a,0,0,0,0,1,0,1,0,,,,,,
2577a,0,0,0,0,0,1,1,0,,,,,,
2578a,1,0,0,0,0,0,0,0,,,,,,
2579a,1,0,0,0,0,0,0,0,,,,,,
2580a,1,0,0,0,0,0,0,0,,,,,,
2581a,0,1,0,0,1,1,1,0,,,,,,
2582a,0,0,0,0,0,1,1,0,,,,,,
2583a,1,0,0,0,0,0,0,0,,,,,,
2584a,0,1,0,0,1,0,0,0,,,,,,
2585a,0,0,0,0,0,1,1,0,,,,,,
2586a,1,0,0,0,0,0,0,0,,,,,,
2587a,0,0,0,0,1,0,0,0,,,,,,
2588a,0,0,0,0,1,1,0,0,,,,,,
2589a,1,0,0,0,0,0,0,0,,,,,,
2590a,0,1,0,0,1,0,0,0,,,,,,
2591a,0,0,0,0,1,1,1,0,,,,,,
2592a,0,0,0,0,0,0,1,0,,,,,,
2593a,1,0,0,0,0,0,0,0,,,,,,
2594a,0,0,0,0,1,0,0,0,,,,,,
2595a,0,0,0,0,0,1,0,0,,,,,,
2596a,0,0,0,0,0,0,1,0,,,,,,
2597a,1,0,0,0,0,0,0,0,,,,,,
2598a,0,0,0,0,0,1,1,0,,,,,,
2599a,1,0,0,0,0,0,0,0,,,,,,
2600a,0,0,0,0,1,0,1,0,,,,,,
2601a,0,0,0,0,1,1,1,0,,,,,,
2602a,1,0,0,0,0,0,0,0,,,,,,
2603a,0,0,0,0,1,0,1,0,,,,,,
2604a,0,0,0,0,0,1,1,0,,,,,,
2605a,0,0,0,0,1,0,1,0,,,,,,
2606a,1,0,0,0,1,0,0,0,,,,,,
2607a,0,0,0,0,1,0,1,0,,,,,,
2608a,0,0,0,0,1,1,0,0,,,,,,
2609a,0,0,0,0,0,0,1,0,,,,,,
2610a,1,0,0,0,1,0,1,0,,,,,,
2611a,0,0,0,0,1,0,0,0,,,,,,
2612a,0,0,0,0,0,1,0,0,,,,,,
2613a,1,0,0,0,0,0,0,0,,,,,,
2614a,0,0,0,0,1,0,0,0,,,,,,
2615a,0,0,0,0,0,1,1,0,,,,,,
2616a,0,0,0,0,1,0,1,0,,,,,,
2617a,0,0,0,0,1,0,1,0,,,,,,
2618a,0,0,0,0,1,1,0,0,,,,,,
2619a,0,1,0,0,1,0,1,0,,,,,,
2620a,0,0,0,0,1,0,1,0,,,,,,
2621a,0,1,0,0,0,0,1,0,,,,,,
2622a,0,0,0,0,1,0,1,0,,,,,,
2623a,0,0,0,0,0,1,1,0,,,,,,
2624a,0,1,0,0,1,0,1,0,,,,,,
2625a,0,0,0,0,1,0,0,0,,,,,,
2626a,0,0,0,0,0,0,1,0,,,,,,
2627a,0,0,0,0,0,0,1,0,,,,,,
2628a,0,1,0,0,1,0,1,0,,,,,,
2629a,0,0,0,0,1,0,1,0,,,,,,
2630a,0,0,0,0,0,0,1,0,,,,,,
2631a,0,0,0,0,1,0,0,0,,,,,,
2632a,0,0,0,0,1,0,1,0,,,,,,
2633a,0,0,0,0,1,0,0,0,,,,,,
2634a,0,0,0,0,1,1,1,0,,,,,,
2635a,0,1,0,0,1,0,1,0,,,,,,
2636a,0,0,0,0,1,0,0,0,,,,,,
2637a,0,0,0,0,0,1,0,0,,,,,,
2638a,0,1,0,0,0,0,0,0,,,,,,
2639a,0,0,0,0,1,0,1,0,,,,,,
2640a,0,1,0,0,0,0,1,0,,,,,,
2641a,0,0,0,0,1,0,1,0,,,,,,
2642a,0,0,0,0,0,1,0,0,,,,,,
2643a,0,0,0,0,1,0,1,0,,,,,,
2644a,0,1,0,0,0,0,0,0,,,,,,
2645a,0,0,0,0,1,1,1,0,,,,,,
2646a,0,0,0,0,0,0,1,0,,,,,,
2647a,0,0,0,0,0,1,0,0,,,,,,
2648a,0,1,0,0,0,1,1,0,,,,,,
2649a,0,0,0,0,1,0,1,0,,,,,,
2650a,0,0,0,0,0,1,1,0,,,,,,
2651a,0,0,0,0,0,0,1,0,,,,,,
2652a,0,0,0,0,1,0,0,0,,,,,,
2653a,0,0,0,0,0,1,0,0,,,,,,
2654a,0,1,0,0,1,0,1,0,,,,,,
2655a,0,0,0,0,1,0,1,0,,,,,,
2656a,0,1,0,0,1,0,0,0,,,,,,
2657a,0,0,0,0,0,0,1,0,,,,,,
2658a,0,1,0,0,1,0,1,0,,,,,,
2659a,0,0,0,0,1,0,0,0,,,,,,
2660a,0,1,0,0,0,0,0,0,,,,,,
2661a,0,0,0,0,1,0,0,0,,,,,,
2662a,0,0,0,0,0,0,1,0,,,,,,
2663a,0,0,0,0,1,0,1,0,,,,,,
2664a,0,1,0,0,0,0,1,0,,,,,,
2665a,0,0,0,0,1,1,0,0,,,,,,
2666a,0,1,0,0,0,0,0,0,,,,,,
2667a,0,0,0,0,1,0,1,0,,,,,,
2668a,0,0,0,0,0,1,1,0,,,,,,
2669a,0,0,0,0,1,0,0,0,,,,,,
2670a,0,1,0,0,0,1,1,0,,,,,,
2671a,0,0,0,0,0,0,1,0,,,,,,
2672a,0,0,0,0,1,0,0,0,,,,,,
2673a,0,0,0,0,0,1,0,0,,,,,,
2674a,0,0,0,0,0,0,1,0,,,,,,
2675a,0,1,0,0,1,0,1,0,,,,,,
2676a,0,0,0,0,1,0,1,0,,,,,,
2677a,0,0,0,0,1,0,0,0,,,,,,
2678a,0,0,0,0,0,1,1,0,,,,,,
2679a,0,0,0,0,0,1,0,0,,,,,,
2680a,0,1,0,0,1,1,1,0,,,,,,
2681a,0,0,0,0,1,0,0,0,,,,,,
2682a,0,0,0,0,0,1,1,0,,,,,,
2683a,0,0,0,0,0,0,1,0,,,,,,
2684a,0,0,0,0,1,0,0,0,,,,,,
2685a,0,0,0,0,1,0,1,0,,,,,,
2686a,0,1,0,0,0,0,0,0,,,,,,
2687a,0,0,0,0,1,0,1,0,,,,,,
2688a,0,0,0,0,1,0,1,0,,,,,,
2689a,0,1,0,0,1,0,0,0,,,,,,
2690a,0,0,0,0,1,0,0,0,,,,,,
2691a,0,0,0,0,1,0,0,0,,,,,,
2692a,0,0,0,0,0,1,1,0,,,,,,
2693a,0,0,0,0,0,0,1,0,,,,,,
2694a,0,1,0,0,0,0,1,0,,,,,,
2695a,0,0,0,0,1,0,0,0,,,,,,
2696a,0,1,0,0,1,1,1,0,,,,,,
2697a,0,0,0,0,0,1,1,0,,,,,,
2698a,0,0,0,0,1,0,1,0,,,,,,
2699a,0,0,0,0,0,1,1,0,,,,,,
2700a,0,0,0,0,0,0,1,0,,,,,,
2701a,0,1,0,0,1,0,0,0,,,,,,
2702a,0,0,0,0,1,0,0,0,,,,,,
2703a,0,0,0,0,1,1,1,0,,,,,,
2704a,0,0,0,0,1,0,0,0,,,,,,
2705a,0,1,0,0,1,0,1,0,,,,,,
2706a,0,0,0,0,0,1,0,0,,,,,,
2707a,0,0,0,0,0,0,1,0,,,,,,
2708a,0,0,0,0,0,0,1,0,,,,,,
2709a,0,1,0,0,0,0,1,0,,,,,,
2710a,0,0,0,0,0,1,0,0,,,,,,
2711a,0,1,0,0,1,0,0,0,,,,,,
2712a,0,0,0,0,1,0,0,0,,,,,,
2713a,0,0,0,0,0,1,0,0,,,,,,
2714a,0,0,0,0,1,0,1,0,,,,,,
2715a,0,0,0,0,1,0,0,0,,,,,,
2716a,0,0,0,0,0,1,1,0,,,,,,
2717a,0,0,0,0,0,1,1,0,,,,,,
2718a,0,0,0,0,1,0,0,0,,,,,,
2719a,0,1,0,0,1,0,1,0,,,,,,
2720a,0,0,0,0,1,0,0,0,,,,,,
2721a,0,0,0,0,0,1,1,0,,,,,,
2722a,0,1,0,0,0,0,0,0,,,,,,
2723a,0,0,0,0,1,0,0,0,,,,,,
2724a,0,0,0,0,0,1,0,0,,,,,,
2725a,0,1,0,0,1,0,1,0,,,,,,
2726a,0,0,0,0,1,0,0,0,,,,,,
2727a,0,0,0,0,0,1,1,0,,,,,,
2728a,0,0,0,0,1,0,1,0,,,,,,
2729a,0,0,0,0,1,0,0,0,,,,,,
2730a,0,0,0,0,1,0,1,0,,,,,,
2731a,0,0,0,0,1,0,1,0,,,,,,
2732a,0,1,0,0,1,0,1,0,,,,,,
2733a,0,0,0,0,1,0,1,0,,,,,,
2734a,0,0,0,0,1,0,1,0,,,,,,
2735a,0,0,0,0,1,0,0,0,,,,,,
2736a,0,0,0,0,1,0,1,0,,,,,,
2737a,0,0,0,0,0,1,0,0,,,,,,
2738a,0,0,0,0,1,0,1,0,,,,,,
2739a,0,1,0,0,1,0,1,0,,,,,,
2740a,0,0,0,0,1,0,0,0,,,,,,
2741a,0,0,0,0,0,1,0,0,,,,,,
2742a,0,0,0,0,1,0,0,0,,,,,,
2743a,0,0,0,0,1,0,1,0,,,,,,
2744a,0,0,0,0,0,1,1,0,,,,,,
2745a,0,0,0,0,1,0,0,0,,,,,,
2746a,0,0,0,0,1,0,1,0,,,,,,
2747a,0,0,0,0,0,1,0,0,,,,,,
2748a,0,1,0,0,1,0,0,0,,,,,,
2749a,0,0,0,0,1,0,1,0,,,,,,
2750a,0,0,0,0,1,1,0,0,,,,,,
2751a,0,0,0,0,0,0,1,0,,,,,,
2752a,0,0,0,0,1,0,0,0,,,,,,
2753a,0,0,0,0,0,1,1,0,,,,,,
2754a,0,0,0,0,0,0,1,0,,,,,,
2755a,0,0,0,0,1,0,0,0,,,,,,
2756a,0,0,0,0,1,0,1,0,,,,,,
2757a,0,1,0,0,1,0,0,0,,,,,,
2758a,0,0,0,0,1,0,1,0,,,,,,
2759a,0,0,0,0,1,0,1,0,,,,,,
2760a,0,1,0,0,1,0,1,0,,,,,,
2761a,0,0,0,0,1,0,1,0,,,,,,
2762a,0,0,0,0,0,0,1,0,,,,,,
2763a,0,1,0,0,0,0,0,0,,,,,,
2764a,0,0,0,0,1,0,0,0,,,,,,
2765a,0,1,0,0,1,0,0,0,,,,,,
2766a,0,0,0,0,1,1,0,0,,,,,,
2767a,0,0,0,0,0,1,0,0,,,,,,
2768a,0,1,0,0,1,0,1,0,,,,,,
